HolderAddress,Balance
0x10d8264d883e91340Dc1cFb8325d3Be625a2c6a3,30549728
0xc4Ed448E7D7bdD954e943954459017BE63584F69,30200720
0x0f5Fb70b9d5b44c599f732209DA5c7cC27259068,30000000
0x92CBe89B5Cb1c22c2c16Bc465CaF34E3c80b617D,28066180
0xBB4463A404e360f24a8FAcb12cDA772b27F5aD9F,27908931
0x09F213953D92F865b949B3E39b9dcFaE687d4966,27444820
0x893A83F5521001559883CB9682B15439C023E54f,27057220
0x7E94850eA092Dd314C0519ad675885B50564DAdb,27054201
0x965a4Ef806fF82B43D34545a4a2Ed4d394B3A432,27047896
0x5f9908aa2af7653CC50f9d93416B8c96E18b957F,27034635
0x5BbEfACCC1A8E1ECb0d470F941668562eEB46FF0,27034439
0x74d0a27435d28b28c79B62AE971d6e8E634334BC,27017974
0xA788E0586409FA4eaF986E24604003adaa3dcC9d,26600609
0x71f30CD5b0C471089d06669e3CB7B3c3007b209b,26571149
0xd5c02a39Fa5f8e20AB787Ce429C4D795ba5E5934,26235681
0x7652014AB41b19d1ADcA00B3CB9eEe84D04ffa18,26221001
0xDb3Bff011cCA2B7509EEBF59880246e3f95d1E8c,26124831
0xD89449d199971F16f489872f197eF9b7fE62F409,25026484
0xDAe25A782204073345c6bef9Cb2b89f006E20544,15000000
0x8Dcfda049ea25b3124a4453Da2ABB1334b728444,14550215
0xE39ce0597F39a9C717049c9B3Fa83Ec065d8AEaa,11640172
0x27a32FC1af1199B5dc4770E7A5745ad97Bc8241A,10510827
0xa3A9402cCd93eDcd719684A8ac5252bdCdA1EA29,10473251
0xc269bc4FEAE8c77f5A982120FED268a62A3BE3bb,10101613
0xc2FEF99BcB88854e53772b950e4C6C8c141Daedc,10000001
0xAAdbf845F38D1F0d993c7f6D60fF5556a6aFBC18,10000001
0x51582F18a4F2149D9b0a876930320b06A9c73659,7588167
0x5C23Bd1BD272D22766eB3708B8f874CB93B75248,2572265
0x7822159ee394D14745Cde63a706F965fB73c7Ac8,2030253
0x4a6c5558045e9417b2A760Fd5c55437ed84b7aC0,2000000
0x5D80a1c0a5084163F1D2620c1B1F43209cd4dB12,1514449
0x2d34b05042E3140aC994fE0d2EFB626b7D71bF86,1500000
0x5aDaf66A3084281FB03856Be96240AbecFdf26b3,1205290
0x824e777eb42b8abB95DdFa67bAF9b21f0Bca61b1,1091641
0xf059327A6DFf133EB1ba4a1dFad9A41D196cd2D4,1053733
0x6C21A841d6f029243AF87EF01f6772F05832144b,1032943
0xC6ba6BB819f1Be84EFeB2E3f2697AD9818151e5D,1007328
0xf059327A6DFf133EB1ba4a1dFad9A41D196cd2D4,1000000
0xcc0F0B6C1B23aEf12e35CD616e14122737a056A4,901106
0xBf12E6db3E9c863bc6941BaC16d13F512624e07C,768999
0x29CEB602B5f38B59907573fc9687d98fa90D28bb,723343
0x42eb539e15BE249b60C0d98f84C8E001064c69B6,700000
0x528836082e417D7b839E17a17964694266AA29a5,686811
0x58E909dcEBCf66A7f183049F9E435cB35e9eC058,604274
0x926bec22935E703fd94cBC6BbdB417D2ba4A42E2,576548
0x6a2166A6A1E2573b772E48f529e0D6299bAB2998,562275
0xD64e5de2D257f9A093cC108f9420f449657b07F1,557880
0xd2f9F0FE3d1557e8e6053836cf0e90efa0B1F44e,529395
0x99e4b3a0217f7e45815CC7726CaEeC63689a016F,522951
0x980CbFe7260A2B8D4d3a42c765680FD06cccB6c5,509802
0x7F429edeff8afC7Bb3A2CF7DB832Fc86f6FA99DA,500000
0xa891Cb41eDB7208E3624F66687D294B60f857695,450972
0x1058d1fF0f5CEfd620D4FBa19E3359EcC484cCde,427682
0x186113E44D217117E327c3B16Dd547eE42967c06,411561
0x70e439584Ef1BA300106b9c16543eaa1DE676Dc2,389561
0x83bbe9CFCc205bb8E53cBa0b51d6db9386CE58B5,379581
0xef69748622CC40709cb3c0BD51014B246Fd393e1,356454
0x05710696d8b1D7C83FD0c8620d5877773581fE75,307753
0x0E5Bad4108a6A5a8b06820f98026a7f3A77466b2,300000
0xf412Ef9eC11C64263b628eEb0e99F70215F9671D,282640
0x3386f8F72dFcc2008d65606b43485CA1652Ffabe,270388
0xc8E6c8e1ba2f0e65694D0bE11bD7c6Ed15Df1Bc2,254965
0x83C3c4B58b70067BFb23B7875FEb63241F9e7668,247484
0x2e7dfccB0dd01150bf8f6D6067F7dE9C8eD90d41,240871
0xFbd9275BF42f21B7CB857E6C00FFCB99443718B5,240000
0x5fa306a904a171F7a64a7D9747c08e90cD25bde1,199109
0xa858Ea02845071dBe09b4b5C3BBea49529bEaadB,184286
0xD19d889f91df2db34bF19AC5E46559f713D2fDa5,182388
0x2bB36AFD0275f34571859EB9EABeB5dd245e7266,181965
0x3C43AA8E525d0CA2fab672CD55F79dE777295e99,174689
0xfE6776498f7b814A6b7b69fc37cDf8A993B01708,164670
0x37b77dF4c6E8c960E5a200d6b541870fc863BA3f,164392
0x1f4F010A59332e060A0959dFDf8225CBf5cE0a09,156241
0x5e6C5421B35211206D42078f7287E12Ed26f8238,152180
0x4ce45714d97B71Bbd6fcD97fbb7A9cb74b4b84b2,150619
0xb4cE0c954bB129D8039230F701bb6503dca1Ee8c,148698
0x187552928d6219bb1195eFfC6845aD6d520105F5,146798
0x123820f056478b73153D5c673A0cC1feb2c6C8C6,135120
0x955fE70a3ec8CD3767a2FcaCf817465B5A324BC5,123767
0x6Ce617317a75aCa2c9F7129bBe329BCD242c884A,120250
0x78bCcd5d99C37c74E5b820a3a1627aaEE7871567,119304
0x11e4C48D149b95A0584Cbe5a05CD82cbcddDe820,115908
0x6Fc27a66251811194dFd6C841592Ae40cD50D9ae,108982
0x7ca28fe6e9A161DBEd6A6a32241E52419121aeF0,106870
0x2dcE97a51d47d502D419C89815C11124413a813F,106224
0x243F860894BE3C3f2d6A13378A48d1A382Ee4C47,106216
0x6c1087E9F1b7B735BBED3a8Cc732a4C00f7E4aE4,105912
0xFD73d18cf5372084eBE4A6D40F19b88019317F28,104863
0xf9178e809CEFaF2b219787336650A31552e52d5f,104101
0x51269C05FFCEF90Eb64B9706317EBCbafbA79686,100441
0xBA2139Fade8D0594998e82a97B10c2c7e73FDB2b,100000
0xBeAB25Ed3782D7C41CcA64A7bef868AB385714CC,96937
0xC319ef1d5D48D1c705bE33fF591Db2C82c5AD9d1,96753
0x4dD58f65FAA2DC416aA0fBD041FFa8FDa545b410,95612
0xE9D0dED88Bb4f78C405ae2382E3d92DA5cF24321,95122
0xa0be0C8C405C488d002C4d1D9186c87dcE27e102,88432
0x8A99FF726d36319709A31Fb20C6933193dFd5681,87137
0xC9aD3BB85F0e41F51F39ad1D3E854B078831BA1D,84755
0x8C1e7bD37eCE1F0Cd66982155b6E9CB05BF04a46,84250
0x2640F7A4d214ea46A3Cf6E86ce0cD2826E3292D5,82727
0x5b7E76029aa45817F88694d00d4e69aC5915eAE5,82673
0xb129Ed57baE34ce114d7929Ba9f83d6AeeE66FF1,81877
0x068f8DD9299dC0034E391dc7d5e9dB272b7C1b6f,76735
0xbA58e26D57a03fDD9e70078b3A604ddc85D989e1,75948
0xEd33129E63D4a00E1391Cf66FEBAf4EdBDED851d,75497
0x8075df8A555048bFF338b04e7aF5De5Ee9565F73,73844
0x2446bEb3905CfFbd2c5eB18F1f9c2996B05257c4,71904
0x16A7dA59D6328D9E765831cf9D026E0F27dE71D3,71075
0x0ca9f956CF9e0B657B4212c369e63413fb25fdE8,64353
0x14f12e80aDd26C2824F5c84487886B43e9FD7075,60344
0xa8765CcBaa64230760B413eB05b162d6809c5e13,57284
0x5d6EeA3118Ed0BEab2fd754343D1EE368CBeC450,56795
0xe37F73ebad703cAC638e6a8a23B7193fa46Ce274,55565
0xf490cb852741670675B30583d3039f2798883C45,54780
0x1Ac2f65Bae2917a9AabB8AEB64A436ADaa01D6b4,54278
0x7B70FE6E1421E7de9aa714cCE59b05405D212Daa,54257
0xfFBe748a8c8363E0b2A2089665c52e9392616dC6,53852
0x913AaFd6fAFdaf744D07364864ca3C8BfA62AB1C,52866
0x2D3fD39CcAadfCC9Ecf38F7712A69Ac39381682B,52744
0xfBf1BDE972461eE203E8AB73C86a27a9A37Ed189,51869
0x391D11389803589337627449859e7DBA1E6209eb,51147
0x187b6Ab771482CCFEE7cD2C35176080631082368,48664
0x3B3c17072773191820E1b01dE0c9eB8F90Be07F6,48314
0xc04B6461CFa79dB9C1d8Dd660CfF8dc9d8b20135,47648
0xfaF2ab6e38F6a80A87c345601e4A498569cB7028,46844
0xECb82B0d5a4c33C9f3A284dCD5856b317Cc9D1E7,46376
0x2d78a19E838a88827749571Cf1a0D381Fd563139,45933
0xf58AF63Ca3211Fb11aBA426fD89000736e5000FC,44823
0x2c03CFa2f24284577D55405FB55C7404B4eeB8Be,42776
0xb1E87889b4bde8737c561810121Bc8a12A36C153,41930
0xa64422333a705111022604005F995f1A69098137,39955
0x238D551B57CA6BfE07dbD91C28608109cC04e584,39661
0x52C96b6CB43dB723fCBCafE21baf07e7385A0e99,39415
0x6f36D0764655Ac9e6d4cc3C9D7b2319884009902,38066
0xa8439a8C84FD3E569D4c3a33ECd88E415426d3a8,37908
0xCc4f1cb6064A69aC83A5133FFCf09217ae33c2CF,37536
0x69C453c8f66f9C3027AE71Fd59Fe7b071f009d1b,34803
0x41F5dEC429b320b02FF40e3d2EF5054Ce3d5754f,34482
0x949e62914eFA1bc2E8f6ecaDd3553491018591bc,34358
0x54509Ba2186189096477BcFb21D24ef4Dd46075e,34200
0xBa9AECBC8052D1A8F38d4bd20D66C48ebB652D46,32285
0xb591F8BAe0a83D1B339D9fDCd0EEdDA49610fb6D,31983
0xb248f5bB73D0f54E955b2554138f1f2A1159E569,31865
0x42e349D305b73D31E1A5768E1fd0ad6Cc6B4e9E2,31369
0x3b1b211B3FCe0D1EE9f5e1aFeecadeB98378d0b0,31162
0x66E14A0e013b745AE137E4724819C5b68B82F001,29235
0xF2427eA3AFD9a64983c7077E9adF3e0Cc0db29d1,28141
0x5c53e760294FeB78bB6Dc5b32983713B31168533,28130
0xdc057f5Fab144dbA1c2DA596eDdd51d8E9A0e88E,27692
0x03a831883396623A3708fdDB7371ebf0665B9C72,27369
0x651B5d90216D140D10cfb401c81950f9BF430Ec1,27075
0xd94e1c5376665A9B18Ab93542d38005C36D64790,26117
0x0d5695983FF15A64e27f272C7AD27680f39Fe5CF,25846
0x184fE3813D797D78B45AE657bDB026B66D73b235,25740
0xb353D1ef1668c77772Ac26058D7f7ab58ddD39Df,24880
0x054370Fe2dEE8C8Af5e79991aA42f488d86dAce9,24751
0xce7BCF8B2B3C9476C89320d93a356c5E14C01696,24391
0x3C5264A939991AbB9e74Fa3fD2Bb6A731c56706C,24235
0x28b71cB20dE4dCD0ECeB583ab640a7404f8774e7,24166
0x1CC96B151b8D94447c3b8aAdd40f3cA6C8e3a640,24045
0xE50599a4F4db2032141491607A41C994eA8aCF4c,24037
0xc3c2D67fa42525737a4906e6A9e3c5f8A4a2AD73,23489
0x1099117cd48055cDfFf6FeaF0D9e4709415adFe4,22867
0xFC5EC7cFB9b5E54a8c1bEB28e0270eb58ed9304f,22388
0x04890f71F94a9D2D38f6DfFFfff56f3e61098b23,22045
0x872783Ab5f0ba9F97b5cAcfA115d9B852543B9ab,21489
0xFe8fE2eaEfDa08bda5c887d1b5fc7d2eFc3f7b90,21119
0x3204bE573C79b0B194E092CF83AEAc827339C826,21101
0xa58627a29bb59743cE1D781B1072c59bb1dda86d,20978
0x8e30c11757a50c091a31A0A61dA5c277B62B6A8A,20891
0x730864aC8c3D92681EEd50408Ae9c10c6F58e46a,19696
0xC311Bc3AE5DDD258B03F63DDE854c24d15eA6638,19424
0x318706EbFCE27ABC3DD8f563278960749fca16eD,19165
0x22a2c73154598E5e33d3aab7030A29Bf5adCd6b4,19054
0x9fA933f60BCc5E63F75F210929839f91F55b919C,18929
0x997635A91f32DD2619953B2d853C8912351f18ED,18506
0x38c95436c43C7Ddd0f8A8591fb1dcAcB2753B9f1,18426
0x3C41520b9Cd2E7643d76bFa7eAD9CC16Eb9E972E,17851
0x93c6d60b83c43C925538215Ee467De7ed5B4D4d9,17848
0x5d8db45344335B2D76Ca262B76601dAA818d056b,17837
0xE4FB7e45f7d3Ee5C36Fee81e443dCa88E5Df2384,17807
0x287490e8Fb812e0949e039DeD08327f9DDa9dad1,17649
0x88191Ee08d7bB6B736792427D2643c8DD1996CF4,17200
0x52459ab6434390402DC05dfA521e9F5421be0cD4,17080
0x09b4CC17E0764E285bC147b3ADe34c1ac349AaAe,16786
0x076Ed4502762aa6c4809A25651b0a150494F69DC,16673
0x84a6a7c0674A3AA03e09c026600cb46181821f07,16659
0x9D3C53321cFA9D08660aD32e09C7Ef2625b16E67,16498
0x81e0fD1d7Fc1334C7cD726e17d57BFd6829012BF,16203
0x757b8564088F39e235e9E5FB57c6FEf37bDD2506,15873
0x9381E7cA2A8A7077A0BB7E59957d815AEEB62c8D,15691
0xD2F479A79A85adE26Ba9d034a2d651D0FD4FF8aB,15547
0x124CBC83149D700864A1DD25408F965b2768DC74,15367
0xe2fb7A5348A249cbCc00a80bf18BF758e47896dC,14946
0xb28948dBCCC9d3f3E2173BEDa1853aFa8ebacc0A,14717
0xF936d54142E4aa6D2871037AD7a68A210A9D4a4E,14481
0xB439b0844D0D9aF237FF37dc2379f07B6CD06171,13909
0xdf6B2b30af22e058675fb66ACF140370B6132049,13582
0x3cAce3B92E1DFe9B4b40e5a919D7e59d7728652D,13569
0xB20C1A29E86a41eaf7724146F9EAb1d22a4e5F09,13527
0xB6Ca96c5BE83e9b52b096773255b292291Af14f1,13504
0x8c1A4C98C470900567FB9e764243c89cDa79400C,13368
0xC8D9B774F920382e9b69900C9506e7126D3Ee899,13283
0xdbDd37c697fB9a8f561583BDc081EACC4b1b656e,13214
0xd884588D84DA4d5EbDf71BDc9C07E6f0E0229300,13181
0x2c3ba2Ce12AB2aD238E4F409D0535D4898551C79,13150
0x24757142CFFA3aF5c25E4D08DE90dAD35F3d642b,12810
0x1aa30BFeCdec590A90d5B43CA9D717FCAE92c564,12641
0xc87D4aA425B338EB3a9DAa51B22Cf043bDEb2A0C,12510
0xb9bE5ea5c013617E017C87b4b64cCE27d172Fd50,12440
0x93e9b4130f7d30427D25c274ea3F147e10c4E6D4,12292
0x59b7dDc4A57F2D9A45ec17Bf9AA21f5894b3E9E6,12173
0x848d7b8cB09FA69cEB277CF70f1fE01EB0c00De9,12095
0xBE9AbF6433e4ad816592ac5a8E3db180d04Fae8c,12046
0xF55d792810a380628d21B6C4d27f0c3b40F52cbC,11983
0x27CA52818a435fd3A949fbB4CE7aaCb8Ce19d4d6,11908
0x90153be2aC32633fC9A7Cc53cdF01D348E875555,11839
0x18eb96bfE564B13951E8234493898e918DF06F59,11587
0x82d937B5CAc58E844abb0F0aBe119Eddc4A67773,11123
0x7368E0ec6b849F2360F887C75550D5958Fc9fF80,11071
0xB13468336a90abebbd3E8EEa9a4878EB199fAc21,10937
0xC04509d84AcB043E341A2844d16b3061f6B578eF,10893
0xcF9D0631830D3f3600107715458C39C1ebA06f60,10753
0x181d3d058D0F6f522c57bFeEf08EEc64145C5D8b,10622
0x88F24Dd256E907DCCbF4FB404e324BB746b62C68,10595
0xB6dD8dD292491110F0e4701024c2e583818849e4,10524
0x010d66FBED75f69297d1220f32b38B6147402203,10448
0x5FBBa881f76B2b8b093745568612FdE3561B430d,10233
0x6B53cb0bAcF5952C95dFf5010938cc54081b0779,10142
0xD5779EeAfcB2A404dda6D04f197AC9576efAFC8a,10093
0xB861299c8cDa5E17c013De7b6536988D3C291c93,10000
0xB57d6e248f0Cc14B90659EFEA2931497DF3EAe89,9940
0x9608Ff1823bEbad2a30201FabC60Ce5e91f61dAB,9897
0x4e7B18Cd9a50fB6C0F9fa7fD285CAc9CBdB404e6,9766
0xc07000ecc4013B4D258de96689aAeB8454D039B8,9596
0x5700eEC293F0e687140C4Bb059c8950e9067A8b4,9569
0xc9E05aDdd67E137851D2ff40aA98e0db8b71DED6,9553
0xF11D84b1A46985924C0F23cf70490d31ee262E06,9385
0xF0346594f2f4fe1959e32EC7178a156d9F447A8d,9306
0x9C096647d2D23c21fACC1abc1F28E4801045bF92,9293
0x50877B3F45413CB122AC973af1B01b9c927cb535,9149
0xD21a12B3fb7E8C622de672e2647627393Cd530d4,9100
0x42605E92F1453c131043ed6b479f4e4b9852C1e0,9008
0x8FDe1E8367864e315B33542CC90E1d202c629E46,8939
0x5020c6EB0fE5321071942847B56349a68C7342dD,8891
0x5B6b5d0cFBE56b81D76cd76d16f24c2845FE1a60,8614
0xc5bECB377DEd588BBbA920EDc309E37007C531d7,8302
0x9d64191d2928FcfcAcf98A0c2AE28C078b28f8c4,8301
0x7E032404117A2356b6bCBfC0BB89a82315faa662,8181
0xe780d954D6313270487CDB07A1f5B335D9971933,7848
0x4c710B38199f589DD769D36eD52b6d0170cb83EE,7762
0x49b18C7C069E59C342551E8C09869AD8DebF9A80,7735
0x61B3DFd99a083D5ed26B735842C16c132441f001,7463
0x989778465583949d139053FcE99945e42ccD4716,7411
0x7A3D7f562be4aa580A891De980835bD2417a8dFC,7406
0x5805EC51c516e3aa9907D2dbfFeA7F267B1baA23,6989
0xc6cA1635Ed896ec64c8Ede61Be18436aDf88Db24,6968
0xaCEc50978039fd47723086e9F7A9D016451c79Ac,6967
0x155C1d09941D0bF9Aa9b1e313B3A904E68233654,6861
0x193F0Ee42a199A0CECD479a9F09BA293eB1CA357,6623
0x407425cB78339F5cf3930e2Cb26153Dd7Fd1f739,6496
0xc5d4Cd3fEC6Ee1C59A43549BD3FbC8CBC69c0397,6471
0x01602440213D10820B775a9E23ec840fC8725048,6433
0x465c63680F2a0B4277d9b4CEcC3f3310e531A77f,6407
0x0FaF663233A6A6939cAFe908adC9038727360767,6271
0xde7704a4867Bd36C63Bd3171d434e340cF22A7a4,6255
0x4B99247A40F3b872460df3Fb1Fc0D8E3c1ac5366,6254
0x87bde248D17A578b82e27083E844Fb7887D8388E,6240
0xDB6dED7034DC4224eb552349f696A9360377610f,6227
0x97568d242AB0233C55D992aA46cD41E7311FCc14,6214
0xC361437Aa94576be8F59cad0198DDEc5c9932db2,6214
0xB721e0F6668B73453fA632A807a465D1c69a11d1,6187
0xdE097f365a8F3f28B156b4299473b5f1d971B3A9,6094
0xd8de8efcfAC16C277F18f7f019D0e8b8c2abbe08,6081
0x7F12698Edb37F3647ece93B99Db0a0e95282f837,5875
0xC152Cd87af2b3774e93ed2ad2523c90C576db5fA,5869
0xdAb178BfeAb9ee26ADf929b2B3714629F85eEFaB,5857
0x8695D51493E2F0566689944Aa4B46d409a27A70f,5797
0x17E28Eb02fd18879AEB220511C7e5724AAA79E89,5761
0x08E0D81F520452bDE9B9503cbE86bce004D28cBD,5671
0xe74098e548D9bB08B27b09cf9F61462f867fa9a5,5654
0xecEE0Fd842Ba7f171d5fdC58Cc581B8Fb8585b50,5596
0x546060B9f58182ad21fBA50bf78E71eaF3925B32,5590
0x5957071D5fa23eaeb5A0d3Fb4fD801011573abFD,5513
0x3CBF01911E43E23d7ab5f52f2a29752B3057C3B0,5489
0x8fB20c72139B2A971Ab814503D61111349f8Cc78,5472
0x2A840c8F976D7f0EF65743Eb59312b5E9666C5e7,5291
0xC467370DC17F3428ec620FCa05c33EA647E80EaD,5246
0xA95261d06CDe28A8e491aCAAA7687673bF08FF0b,5142
0x489D69939b4Aca357f630055e351A81F1Fbb7Fb6,5076
0xe2aDE67d1f89934807ACAa8787f5721D63e656Cf,4977
0x56D79fe635196e734cE29D7a8Ccd8014865E790C,4948
0x885673c945Ea4Fb71006944C8a689E7deCDAe0a7,4932
0x2Ff445C7f72a85dB44659Adfb08140C59c4592a4,4918
0xDBDBc655BF297f103338D7C39436e2aE587c353B,4861
0x94E03e53eb477Bf1223ABaBdE81519743BacEE3F,4759
0x17A8eaF9241a220E1ebDA22A623cb058530cb0aB,4712
0x1033F421E002b357D9E6928671A5D34F61F5dFD0,4686
0x412f1D8201d2D2c51e70962fd991634f7E52035f,4659
0xCEb2a9D3A6eE8cd8781ae5B101B52acE8785ff90,4536
0x058FA7A78D81E4590E686BCe7B97AF586A4862a2,4530
0x3E55ecA97954eB54734946BEEb4CB61D76CfE54A,4465
0xf990014bc3B2196EBAeFC51C95B676BEAf66F471,4448
0xD60f271a7669804F10001dAf191b1f6Dc733A0ca,4440
0xc92FC09658fb97cCF59ffd34d404766C3713c828,4378
0x88eEb79b0cCE7000142BBB474562663B4aB623db,4358
0xAE219D6e06b390B405DD55BaD56C58F1C284525f,4313
0x1213f27bA2441b3D1db8e610c850d9Ea9ab9F4Cb,4154
